sale_date,product_name,category,quantity,price,total_amount,date_id,day,mounth,year,week
2025-09-30,Product_1,Clothing,3,65.28,195.84,2025-09-30,30,9,2025,40
2025-09-30,Product_2,Clothing,6,50.29,301.74,2025-09-30,30,9,2025,40
2025-09-30,Product_3,Beverage,3,82.38,247.14,2025-09-30,30,9,2025,40
2025-09-30,Product_4,Beverage,2,12.68,25.36,2025-09-30,30,9,2025,40
2025-09-30,Product_7,Food,4,89.08,356.32,2025-09-30,30,9,2025,40
2025-09-30,Product_8,Electronics,7,84.71,592.9699999999999,2025-09-30,30,9,2025,40
2025-09-30,Product_9,Food,2,77.78,155.56,2025-09-30,30,9,2025,40
2025-09-30,Product_10,Clothing,1,39.34,39.34,2025-09-30,30,9,2025,40
2025-09-30,Product_11,Electronics,5,76.06,380.3,2025-09-30,30,9,2025,40
2025-09-30,Product_12,Beverage,2,99.64,199.28,2025-09-30,30,9,2025,40
2025-09-30,Product_13,Beverage,3,53.66,160.98,2025-09-30,30,9,2025,40
2025-09-30,Product_14,Beverage,6,38.81,232.86,2025-09-30,30,9,2025,40
2025-09-30,Product_15,Food,3,77.6,232.79999999999998,2025-09-30,30,9,2025,40
2025-09-30,Product_16,Clothing,5,75.93,379.65000000000003,2025-09-30,30,9,2025,40
2025-09-30,Product_17,Beverage,2,14.14,28.28,2025-09-30,30,9,2025,40
2025-09-30,Product_18,Food,3,13.07,39.21,2025-09-30,30,9,2025,40
2025-09-30,Product_19,Beverage,3,56.58,169.74,2025-09-30,30,9,2025,40
2025-09-30,Product_20,Clothing,4,9.14,36.56,2025-09-30,30,9,2025,40
2025-10-01,Product_1,Clothing,2,37.77,75.54,2025-10-01,1,10,2025,40
2025-10-01,Product_2,Food,10,86.21,862.0999999999999,2025-10-01,1,10,2025,40
2025-10-01,Product_3,Electronics,3,62.78,188.34,2025-10-01,1,10,2025,40
2025-10-01,Product_4,Food,4,50.73,202.92,2025-10-01,1,10,2025,40
2025-10-01,Product_5,Food,3,83.7,251.10000000000002,2025-10-01,1,10,2025,40
2025-10-01,Product_6,Food,5,29.94,149.70000000000002,2025-10-01,1,10,2025,40
2025-10-01,Product_7,Food,5,59.96,299.8,2025-10-01,1,10,2025,40
2025-10-01,Product_8,Electronics,5,32.49,162.45000000000002,2025-10-01,1,10,2025,40
2025-10-01,Product_9,Beverage,7,38.14,266.98,2025-10-01,1,10,2025,40
2025-10-01,Product_10,Clothing,4,16.35,65.4,2025-10-01,1,10,2025,40
2025-10-01,Product_11,Clothing,5,15.85,79.25,2025-10-01,1,10,2025,40
2025-10-01,Product_12,Clothing,10,56.74,567.4,2025-10-01,1,10,2025,40
2025-10-01,Product_13,Electronics,3,61.25,183.75,2025-10-01,1,10,2025,40
2025-10-01,Product_14,Electronics,0,23.85,0.0,2025-10-01,1,10,2025,40
2025-10-01,Product_15,Clothing,5,40.06,200.3,2025-10-01,1,10,2025,40
2025-10-01,Product_16,Beverage,3,68.78,206.34,2025-10-01,1,10,2025,40
2025-10-01,Product_17,Beverage,1,68.8,68.8,2025-10-01,1,10,2025,40
2025-10-01,Product_18,Food,6,53.01,318.06,2025-10-01,1,10,2025,40
2025-10-01,Product_19,Food,1,93.85,93.85,2025-10-01,1,10,2025,40
2025-10-01,Product_20,Clothing,1,49.0,49.0,2025-10-01,1,10,2025,40
2025-10-02,Product_1,Beverage,1,67.69,67.69,2025-10-02,2,10,2025,40
2025-10-02,Product_2,Beverage,5,60.27,301.35,2025-10-02,2,10,2025,40
2025-10-02,Product_3,Electronics,6,64.91,389.46,2025-10-02,2,10,2025,40
2025-10-02,Product_5,Food,2,24.71,49.42,2025-10-02,2,10,2025,40
2025-10-02,Product_6,Beverage,5,48.68,243.4,2025-10-02,2,10,2025,40
2025-10-02,Product_7,Electronics,4,69.26,277.04,2025-10-02,2,10,2025,40
2025-10-02,Product_8,Beverage,7,36.72,257.03999999999996,2025-10-02,2,10,2025,40
2025-10-02,Product_9,Food,8,63.53,508.24,2025-10-02,2,10,2025,40
2025-10-02,Product_10,Clothing,8,38.92,311.36,2025-10-02,2,10,2025,40
2025-10-02,Product_11,Clothing,6,20.71,124.26,2025-10-02,2,10,2025,40
2025-10-02,Product_12,Electronics,1,24.19,24.19,2025-10-02,2,10,2025,40
2025-10-02,Product_13,Food,2,99.38,198.76,2025-10-02,2,10,2025,40
2025-10-02,Product_14,Beverage,4,7.3,29.2,2025-10-02,2,10,2025,40
2025-10-02,Product_15,Food,3,21.66,64.98,2025-10-02,2,10,2025,40
2025-10-02,Product_16,Beverage,4,68.03,272.12,2025-10-02,2,10,2025,40
2025-10-02,Product_17,Beverage,5,66.36,331.8,2025-10-02,2,10,2025,40
2025-10-02,Product_18,Food,10,83.53,835.3,2025-10-02,2,10,2025,40
2025-10-02,Product_19,Clothing,5,53.02,265.1,2025-10-02,2,10,2025,40
2025-10-02,Product_20,Electronics,9,64.45,580.0500000000001,2025-10-02,2,10,2025,40
2025-10-03,Product_1,Food,4,81.69,326.76,2025-10-03,3,10,2025,40
2025-10-03,Product_2,Food,2,82.62,165.24,2025-10-03,3,10,2025,40
2025-10-03,Product_3,Clothing,3,31.0,93.0,2025-10-03,3,10,2025,40
2025-10-03,Product_4,Beverage,0,62.4,0.0,2025-10-03,3,10,2025,40
2025-10-03,Product_5,Beverage,5,8.81,44.050000000000004,2025-10-03,3,10,2025,40
2025-10-03,Product_6,Beverage,5,51.39,256.95,2025-10-03,3,10,2025,40
2025-10-03,Product_7,Food,3,28.87,86.61,2025-10-03,3,10,2025,40
2025-10-03,Product_8,Beverage,3,81.24,243.71999999999997,2025-10-03,3,10,2025,40
2025-10-03,Product_9,Food,8,35.08,280.64,2025-10-03,3,10,2025,40
2025-10-03,Product_10,Clothing,3,96.46,289.38,2025-10-03,3,10,2025,40
2025-10-03,Product_11,Beverage,0,66.76,0.0,2025-10-03,3,10,2025,40
2025-10-03,Product_12,Electronics,5,28.48,142.4,2025-10-03,3,10,2025,40
2025-10-03,Product_13,Clothing,3,46.36,139.07999999999998,2025-10-03,3,10,2025,40
2025-10-03,Product_14,Food,2,80.68,161.36,2025-10-03,3,10,2025,40
2025-10-03,Product_15,Food,6,21.94,131.64000000000001,2025-10-03,3,10,2025,40
2025-10-03,Product_16,Clothing,3,77.94,233.82,2025-10-03,3,10,2025,40
2025-10-03,Product_17,Clothing,3,83.19,249.57,2025-10-03,3,10,2025,40
2025-10-03,Product_18,Clothing,5,35.06,175.3,2025-10-03,3,10,2025,40
2025-10-03,Product_19,Electronics,4,17.3,69.2,2025-10-03,3,10,2025,40
2025-10-03,Product_20,Beverage,9,24.95,224.54999999999998,2025-10-03,3,10,2025,40
2025-10-04,Product_1,Food,10,97.17,971.7,2025-10-04,4,10,2025,40
2025-10-04,Product_2,Food,1,29.08,29.08,2025-10-04,4,10,2025,40
2025-10-04,Product_3,Beverage,3,12.32,36.96,2025-10-04,4,10,2025,40
2025-10-04,Product_4,Food,5,69.18,345.90000000000003,2025-10-04,4,10,2025,40
2025-10-04,Product_5,Electronics,3,33.75,101.25,2025-10-04,4,10,2025,40
2025-10-04,Product_6,Clothing,9,43.16,388.43999999999994,2025-10-04,4,10,2025,40
2025-10-04,Product_7,Beverage,2,65.05,130.1,2025-10-04,4,10,2025,40
2025-10-04,Product_8,Clothing,4,87.59,350.36,2025-10-04,4,10,2025,40
2025-10-04,Product_9,Clothing,5,9.13,45.650000000000006,2025-10-04,4,10,2025,40
2025-10-04,Product_10,Beverage,4,23.31,93.24,2025-10-04,4,10,2025,40
2025-10-04,Product_11,Beverage,1,56.57,56.57,2025-10-04,4,10,2025,40
2025-10-04,Product_12,Food,2,95.82,191.64,2025-10-04,4,10,2025,40
2025-10-04,Product_13,Beverage,2,68.14,136.28,2025-10-04,4,10,2025,40
2025-10-04,Product_14,Food,3,29.43,88.28999999999999,2025-10-04,4,10,2025,40
2025-10-04,Product_15,Clothing,5,86.88,434.4,2025-10-04,4,10,2025,40
2025-10-04,Product_16,Electronics,0,97.51,0.0,2025-10-04,4,10,2025,40
2025-10-04,Product_17,Clothing,1,61.54,61.54,2025-10-04,4,10,2025,40
2025-10-04,Product_18,Electronics,5,65.11,325.55,2025-10-04,4,10,2025,40
2025-10-04,Product_19,Clothing,5,64.08,320.4,2025-10-04,4,10,2025,40
2025-10-04,Product_20,Clothing,5,50.56,252.8,2025-10-04,4,10,2025,40
2025-10-05,Product_1,Beverage,3,16.56,49.67999999999999,2025-10-05,5,10,2025,40
2025-10-05,Product_2,Food,2,86.53,173.06,2025-10-05,5,10,2025,40
2025-10-05,Product_3,Clothing,3,36.21,108.63,2025-10-05,5,10,2025,40
2025-10-05,Product_4,Electronics,8,99.91,799.28,2025-10-05,5,10,2025,40
2025-10-05,Product_5,Beverage,5,59.17,295.85,2025-10-05,5,10,2025,40
2025-10-05,Product_7,Clothing,2,86.47,172.94,2025-10-05,5,10,2025,40
2025-10-05,Product_8,Electronics,7,82.79,579.5300000000001,2025-10-05,5,10,2025,40
2025-10-05,Product_9,Beverage,3,44.93,134.79,2025-10-05,5,10,2025,40
2025-10-05,Product_10,Beverage,3,9.26,27.78,2025-10-05,5,10,2025,40
2025-10-05,Product_11,Beverage,2,85.71,171.42,2025-10-05,5,10,2025,40
2025-10-05,Product_12,Electronics,2,99.34,198.68,2025-10-05,5,10,2025,40
2025-10-05,Product_13,Electronics,1,52.72,52.72,2025-10-05,5,10,2025,40
2025-10-05,Product_14,Food,8,61.83,494.64,2025-10-05,5,10,2025,40
2025-10-05,Product_15,Electronics,8,69.06,552.48,2025-10-05,5,10,2025,40
2025-10-05,Product_16,Food,3,63.42,190.26,2025-10-05,5,10,2025,40
2025-10-05,Product_17,Beverage,3,13.32,39.96,2025-10-05,5,10,2025,40
2025-10-05,Product_18,Beverage,2,40.84,81.68,2025-10-05,5,10,2025,40
2025-10-05,Product_19,Electronics,4,16.05,64.2,2025-10-05,5,10,2025,40
2025-10-05,Product_20,Beverage,4,86.26,345.04,2025-10-05,5,10,2025,40
2025-10-06,Product_1,Clothing,10,26.46,264.6,2025-10-06,6,10,2025,41
2025-10-06,Product_2,Electronics,2,30.96,61.92,2025-10-06,6,10,2025,41
2025-10-06,Product_3,Clothing,2,93.1,186.2,2025-10-06,6,10,2025,41
2025-10-06,Product_4,Clothing,3,37.55,112.64999999999999,2025-10-06,6,10,2025,41
2025-10-06,Product_5,Electronics,10,48.06,480.6,2025-10-06,6,10,2025,41
2025-10-06,Product_6,Beverage,5,84.44,422.2,2025-10-06,6,10,2025,41
2025-10-06,Product_7,Electronics,5,64.42,322.1,2025-10-06,6,10,2025,41
2025-10-06,Product_8,Electronics,5,10.35,51.75,2025-10-06,6,10,2025,41
2025-10-06,Product_9,Beverage,9,30.4,273.59999999999997,2025-10-06,6,10,2025,41
2025-10-06,Product_10,Electronics,8,41.87,334.96,2025-10-06,6,10,2025,41
2025-10-06,Product_11,Beverage,1,55.41,55.41,2025-10-06,6,10,2025,41
2025-10-06,Product_12,Beverage,6,50.32,301.92,2025-10-06,6,10,2025,41
2025-10-06,Product_13,Food,2,10.64,21.28,2025-10-06,6,10,2025,41
2025-10-06,Product_14,Clothing,3,50.0,150.0,2025-10-06,6,10,2025,41
2025-10-06,Product_15,Clothing,0,68.27,0.0,2025-10-06,6,10,2025,41
2025-10-06,Product_16,Clothing,6,81.74,490.43999999999994,2025-10-06,6,10,2025,41
2025-10-06,Product_17,Beverage,7,9.12,63.839999999999996,2025-10-06,6,10,2025,41
2025-10-06,Product_18,Food,3,58.68,176.04,2025-10-06,6,10,2025,41
2025-10-06,Product_19,Clothing,3,53.65,160.95,2025-10-06,6,10,2025,41
2025-10-06,Product_20,Electronics,3,61.59,184.77,2025-10-06,6,10,2025,41
2025-10-07,Product_1,Beverage,3,5.27,15.809999999999999,2025-10-07,7,10,2025,41
2025-10-07,Product_2,Beverage,4,54.2,216.8,2025-10-07,7,10,2025,41
2025-10-07,Product_3,Food,5,6.51,32.55,2025-10-07,7,10,2025,41
2025-10-07,Product_4,Electronics,4,97.29,389.16,2025-10-07,7,10,2025,41
2025-10-07,Product_5,Clothing,4,52.51,210.04,2025-10-07,7,10,2025,41
2025-10-07,Product_6,Electronics,1,35.1,35.1,2025-10-07,7,10,2025,41
2025-10-07,Product_7,Electronics,2,97.83,195.66,2025-10-07,7,10,2025,41
2025-10-07,Product_8,Clothing,7,66.72,467.03999999999996,2025-10-07,7,10,2025,41
2025-10-07,Product_9,Food,2,52.81,105.62,2025-10-07,7,10,2025,41
2025-10-07,Product_10,Electronics,3,66.78,200.34,2025-10-07,7,10,2025,41
2025-10-07,Product_11,Electronics,6,68.31,409.86,2025-10-07,7,10,2025,41
2025-10-07,Product_12,Clothing,5,95.18,475.90000000000003,2025-10-07,7,10,2025,41
2025-10-07,Product_13,Food,4,97.27,389.08,2025-10-07,7,10,2025,41
2025-10-07,Product_15,Food,3,47.76,143.28,2025-10-07,7,10,2025,41
2025-10-07,Product_16,Food,4,42.21,168.84,2025-10-07,7,10,2025,41
2025-10-07,Product_17,Food,3,56.0,168.0,2025-10-07,7,10,2025,41
2025-10-07,Product_18,Beverage,0,93.29,0.0,2025-10-07,7,10,2025,41
2025-10-07,Product_19,Electronics,8,90.14,721.12,2025-10-07,7,10,2025,41
2025-10-07,Product_20,Food,4,32.11,128.44,2025-10-07,7,10,2025,41
2025-10-08,Product_1,Clothing,1,10.3,10.3,2025-10-08,8,10,2025,41
2025-10-08,Product_2,Food,7,25.62,179.34,2025-10-08,8,10,2025,41
2025-10-08,Product_3,Beverage,7,68.29,478.03000000000003,2025-10-08,8,10,2025,41
2025-10-08,Product_4,Electronics,2,70.77,141.54,2025-10-08,8,10,2025,41
2025-10-08,Product_5,Beverage,2,20.36,40.72,2025-10-08,8,10,2025,41
2025-10-08,Product_6,Clothing,3,50.43,151.29,2025-10-08,8,10,2025,41
2025-10-08,Product_7,Electronics,3,53.45,160.35000000000002,2025-10-08,8,10,2025,41
2025-10-08,Product_8,Clothing,3,35.99,107.97,2025-10-08,8,10,2025,41
2025-10-08,Product_9,Clothing,10,79.95,799.5,2025-10-08,8,10,2025,41
2025-10-08,Product_10,Electronics,7,67.72,474.03999999999996,2025-10-08,8,10,2025,41
2025-10-08,Product_11,Clothing,3,10.95,32.849999999999994,2025-10-08,8,10,2025,41
2025-10-08,Product_12,Electronics,5,28.98,144.9,2025-10-08,8,10,2025,41
2025-10-08,Product_13,Beverage,6,53.15,318.9,2025-10-08,8,10,2025,41
2025-10-08,Product_14,Food,2,42.79,85.58,2025-10-08,8,10,2025,41
2025-10-08,Product_15,Clothing,4,16.2,64.8,2025-10-08,8,10,2025,41
2025-10-08,Product_16,Electronics,2,33.99,67.98,2025-10-08,8,10,2025,41
2025-10-08,Product_17,Clothing,4,36.84,147.36,2025-10-08,8,10,2025,41
2025-10-08,Product_18,Food,2,32.98,65.96,2025-10-08,8,10,2025,41
2025-10-08,Product_19,Food,5,41.6,208.0,2025-10-08,8,10,2025,41
2025-10-08,Product_20,Food,3,86.9,260.70000000000005,2025-10-08,8,10,2025,41
